r_t,a_t,s_t,s_t_p_1,id_simulation
-2.5698874352136376,"(2, 2)","(14, 7)","(13, 7)",8
-5.298169316673785,"(1, 4)","(13, 7)","(13, 6)",8
-3.447150769259941,"(2, 1)","(13, 6)","(14, 6)",8
-1.0,"(0, 1)","(14, 6)","(14, 6)",8
-1.0,"(0, 4)","(14, 6)","(14, 6)",8
-2.6359365392874574,"(2, 1)","(14, 6)","(15, 6)",8
-1.6528449856307166,"(3, 1)","(15, 6)","(16, 6)",8
-1.0,"(0, 1)","(16, 6)","(16, 6)",8
-1.3874951929750736,"(3, 1)","(16, 6)","(17, 6)",8
-2.384457600678856,"(2, 4)","(17, 6)","(17, 5)",8
-2.0812427894626104,"(2, 3)","(17, 5)","(17, 6)",8
-1.6528449856307166,"(3, 2)","(17, 6)","(16, 6)",8
-5.271873078574915,"(1, 2)","(16, 6)","(15, 6)",8
-5.020526044756527,"(1, 4)","(15, 6)","(15, 5)",8
-2.6359365392874574,"(2, 3)","(15, 5)","(15, 6)",8
-3.447150769259941,"(2, 2)","(15, 6)","(14, 6)",8
-1.7660564388912616,"(3, 2)","(14, 6)","(13, 6)",8
-1.0,"(0, 4)","(13, 6)","(13, 6)",8
-1.9917676224035503,"(3, 4)","(13, 6)","(13, 5)",8
-2.815914667161725,"(2, 2)","(13, 5)","(12, 5)",8
-6.731487368909437,"(1, 3)","(12, 5)","(12, 6)",8
-2.325889505891544,"(2, 3)","(12, 6)","(12, 7)",8
-1.0,"(0, 1)","(12, 7)","(12, 7)",8
-2.907532226972986,"(2, 2)","(12, 7)","(11, 7)",8
-1.7748623843437752,"(2, 4)","(11, 7)","(11, 6)",8
-2.2438291229698124,"(3, 1)","(11, 6)","(12, 6)",8
-1.0,"(0, 3)","(12, 6)","(12, 6)",8
-2.6490846583368923,"(2, 1)","(12, 6)","(13, 6)",8
-1.0,"(0, 4)","(13, 6)","(13, 6)",8
-1.0,"(0, 2)","(13, 6)","(13, 6)",8
-1.0,"(0, 2)","(13, 6)","(13, 6)",8
-2.349437476375185,"(2, 3)","(12, 18)","(12, 19)",9
-4.671216444525951,"(1, 2)","(12, 19)","(11, 19)",9
-4.69887495275037,"(1, 1)","(11, 19)","(12, 19)",9
-40.0,"(2, 3)","(12, 19)","(12, 19)",9
-4.671216444525951,"(1, 2)","(12, 19)","(11, 19)",9
-60.0,"(3, 3)","(11, 19)","(11, 19)",9
-5.346249647341726,"(1, 2)","(11, 19)","(10, 19)",9
-1.452728647730993,"(3, 2)","(10, 19)","(9, 19)",9
-1.7610611803873535,"(3, 2)","(9, 19)","(8, 19)",9
-1.0,"(0, 1)","(8, 19)","(8, 19)",9
-1.4121657746470264,"(3, 4)","(8, 19)","(8, 18)",9
-1.0,"(0, 3)","(8, 18)","(8, 18)",9
-1.0,"(0, 2)","(8, 18)","(8, 18)",9
-1.9151921440468884,"(3, 1)","(8, 18)","(9, 18)",9
-4.510691741726485,"(1, 1)","(9, 18)","(10, 18)",9
-1.7820832157805755,"(3, 3)","(10, 18)","(10, 19)",9
-1.0,"(0, 4)","(10, 19)","(10, 19)",9
-4.510691741726485,"(1, 4)","(10, 19)","(10, 18)",9
-5.745576432140665,"(1, 2)","(10, 18)","(9, 18)",9
-1.4121657746470264,"(3, 2)","(9, 18)","(8, 18)",9
-1.9313717446327126,"(3, 2)","(9, 9)","(8, 9)",10
-1.8028855186254205,"(3, 2)","(8, 9)","(7, 9)",10
-4.401764490410045,"(1, 3)","(7, 9)","(7, 10)",10
-5.408656555876261,"(1, 4)","(7, 10)","(7, 9)",10
-1.4672548301366817,"(3, 3)","(7, 9)","(7, 10)",10
-5.408656555876261,"(1, 4)","(7, 10)","(7, 9)",10
-1.4672548301366817,"(3, 3)","(7, 9)","(7, 10)",10
-2.7754886732647095,"(1, 1)","(7, 10)","(8, 10)",10
-1.4478056547001572,"(3, 1)","(8, 10)","(9, 10)",10
-1.0,"(0, 3)","(9, 10)","(9, 10)",10
-1.0,"(0, 1)","(9, 10)","(9, 10)",10
-0.9251628910882365,"(3, 2)","(9, 10)","(8, 10)",10
-2.9000807454529363,"(2, 3)","(8, 10)","(8, 11)",10
-1.0,"(0, 2)","(8, 11)","(8, 11)",10
-2.0228821698630273,"(2, 1)","(8, 11)","(9, 11)",10
-2.57472981829766,"(1, 1)","(9, 11)","(10, 11)",10
-1.0,"(0, 4)","(10, 11)","(10, 11)",10
-2.7383002758141592,"(2, 3)","(10, 11)","(10, 12)",10
-2.4390853198125706,"(2, 1)","(10, 12)","(11, 12)",10
-1.8263845962677268,"(3, 3)","(11, 12)","(11, 13)",10
-4.878170639625141,"(1, 4)","(11, 13)","(11, 12)",10
-2.73957689440159,"(2, 3)","(11, 12)","(11, 13)",10
-2.4390853198125706,"(2, 4)","(11, 13)","(11, 12)",10
-1.9615057034151793,"(3, 4)","(11, 12)","(11, 11)",10
-2.57472981829766,"(1, 2)","(11, 11)","(10, 11)",10
-1.4062099873287346,"(3, 4)","(10, 11)","(10, 10)",10
-1.4478056547001572,"(3, 2)","(10, 10)","(9, 10)",10
-1.0,"(0, 2)","(9, 10)","(9, 10)",10
-1.4062099873287346,"(3, 1)","(9, 10)","(10, 10)",10
-2.57472981829766,"(1, 3)","(10, 10)","(10, 11)",10
-1.0,"(0, 3)","(10, 11)","(10, 11)",10
-1.0,"(0, 2)","(10, 11)","(10, 11)",10
-5.884517110245538,"(1, 1)","(10, 11)","(11, 11)",10
-2.8578819512662545,"(2, 1)","(11, 11)","(12, 11)",10
-2.893513298586475,"(2, 4)","(12, 11)","(12, 10)",10
-8.982277670247106,"(1, 1)","(12, 10)","(13, 10)",10
-3.469247299868165,"(1, 4)","(13, 10)","(13, 9)",10
-2.994092556749035,"(3, 3)","(13, 9)","(13, 10)",10
-1.7346236499340826,"(2, 4)","(13, 10)","(13, 9)",10
-1.396058601922328,"(3, 1)","(13, 9)","(14, 9)",10
-2.3529958398898234,"(2, 1)","(14, 9)","(15, 9)",10
-3.6809334327119396,"(2, 4)","(15, 9)","(15, 8)",10
-4.705991679779647,"(1, 3)","(15, 8)","(15, 9)",10
-4.188175805766984,"(1, 2)","(15, 9)","(14, 9)",10
-1.0,"(0, 3)","(14, 9)","(14, 9)",10
-1.7901501042491403,"(3, 3)","(14, 9)","(14, 10)",10
-2.994092556749035,"(3, 2)","(14, 10)","(13, 10)",10
-1.7901501042491403,"(3, 1)","(13, 10)","(14, 10)",10
-2.254455027522658,"(2, 1)","(14, 10)","(15, 10)",10
-1.0,"(0, 2)","(15, 10)","(15, 10)",10
-1.683080571036527,"(3, 3)","(15, 10)","(15, 11)",10
-1.0,"(0, 4)","(15, 11)","(15, 11)",10
-1.7862923954353498,"(3, 3)","(15, 11)","(15, 12)",10
-6.3751193815732545,"(1, 2)","(15, 12)","(14, 12)",10
-5.341827197267295,"(1, 4)","(14, 12)","(14, 11)",10
-1.7901501042491403,"(3, 4)","(14, 11)","(14, 10)",10
-2.6709135986336476,"(2, 3)","(14, 10)","(14, 11)",10
-3.1875596907866273,"(2, 3)","(14, 11)","(14, 12)",10
-3.085675098993074,"(2, 2)","(14, 12)","(13, 12)",10
-2.7485680302187356,"(2, 4)","(13, 12)","(13, 11)",10
-6.171350197986148,"(1, 3)","(13, 11)","(13, 12)",10
-1.0,"(0, 4)","(13, 12)","(13, 12)",10
-2.2988502566118343,"(3, 2)","(13, 12)","(12, 12)",10
-1.626056879875047,"(3, 2)","(12, 12)","(11, 12)",10
-2.942258555122769,"(2, 4)","(11, 12)","(11, 11)",10
-1.626056879875047,"(3, 3)","(11, 11)","(11, 12)",10
-6.896550769835503,"(1, 1)","(11, 12)","(12, 12)",10
-5.715763902532509,"(1, 4)","(12, 12)","(12, 11)",10
-5.78702659717295,"(1, 4)","(12, 11)","(12, 10)",10
-2.0474754805272886,"(3, 4)","(12, 10)","(12, 9)",10
-1.8418905267967467,"(2, 2)","(12, 9)","(11, 9)",10
-1.465303264693343,"(3, 3)","(11, 9)","(11, 10)",10
-1.9290088657243167,"(3, 1)","(11, 10)","(12, 10)",10
-3.071213220790933,"(2, 4)","(12, 10)","(12, 9)",10
-5.78702659717295,"(1, 3)","(12, 9)","(12, 10)",10
-5.715763902532509,"(1, 3)","(12, 10)","(12, 11)",10
-5.884517110245538,"(1, 2)","(12, 11)","(11, 11)",10
-2.1979548970400145,"(2, 4)","(11, 11)","(11, 10)",10
-1.0,"(0, 1)","(11, 10)","(11, 10)",10
-1.9615057034151793,"(3, 3)","(11, 10)","(11, 11)",10
-0.8582432727658866,"(3, 2)","(11, 11)","(10, 11)",10
-1.0,"(0, 3)","(10, 11)","(10, 11)",10
-4.2186299619862035,"(1, 4)","(10, 11)","(10, 10)",10
-0.8582432727658866,"(3, 3)","(10, 10)","(10, 11)",10
-4.0457643397260545,"(1, 2)","(10, 11)","(9, 11)",10
-2.3901963145538496,"(2, 3)","(9, 11)","(9, 12)",10
-1.0,"(0, 2)","(9, 12)","(9, 12)",10
-2.9691738052478063,"(1, 3)","(9, 12)","(9, 13)",10
-4.944352419321385,"(1, 1)","(9, 13)","(10, 13)",10
-1.980569035968576,"(3, 3)","(10, 13)","(10, 14)",10
-2.189085623421107,"(2, 2)","(10, 14)","(9, 14)",10
-5.941707107905728,"(1, 1)","(9, 14)","(10, 14)",10
-4.203865409967898,"(1, 1)","(10, 14)","(11, 14)",10
-1.0,"(0, 3)","(11, 14)","(11, 14)",10
-4.6682094357431785,"(1, 1)","(11, 14)","(12, 14)",10
-5.464615085467336,"(1, 1)","(12, 14)","(13, 14)",10
-1.5560698119143928,"(3, 2)","(13, 14)","(12, 14)",10
-7.113420021182499,"(1, 4)","(12, 14)","(12, 13)",10
-2.3341047178715892,"(2, 3)","(12, 13)","(12, 14)",10
-2.101932704983949,"(2, 2)","(12, 14)","(11, 14)",10
-2.45395562180796,"(3, 1)","(14, 8)","(15, 8)",11
-2.3529958398898234,"(2, 3)","(15, 8)","(15, 9)",11
-6.019173328585345,"(1, 1)","(15, 9)","(16, 9)",11
-1.0,"(0, 4)","(16, 9)","(16, 9)",11
-2.308105394092316,"(2, 4)","(16, 9)","(16, 8)",11
-1.0,"(0, 2)","(16, 8)","(16, 8)",11
-1.819839075317241,"(3, 1)","(16, 8)","(17, 8)",11
-1.0800436782039549,"(3, 3)","(17, 8)","(17, 9)",11
-2.7297586129758615,"(2, 4)","(17, 9)","(17, 8)",11
-5.878439144442801,"(1, 1)","(17, 8)","(18, 8)",11
-2.7297586129758615,"(2, 2)","(18, 8)","(17, 8)",11
-1.0,"(0, 4)","(17, 8)","(17, 8)",11
-5.878439144442801,"(1, 1)","(17, 8)","(18, 8)",11
-4.750467684328916,"(1, 3)","(18, 8)","(18, 9)",11
-1.2428393645215425,"(3, 3)","(18, 9)","(18, 10)",11
-1.0,"(0, 2)","(18, 10)","(18, 10)",11
-1.0,"(0, 4)","(18, 10)","(18, 10)",11
-1.7773194017074363,"(3, 3)","(18, 10)","(18, 11)",11
-1.6546704944458923,"(3, 2)","(18, 11)","(17, 11)",11
-4.6905027971039654,"(1, 3)","(17, 11)","(17, 12)",11
-1.0,"(0, 1)","(17, 12)","(17, 12)",11
-2.6398008992905324,"(2, 1)","(17, 12)","(18, 12)",11
-1.0,"(0, 2)","(18, 12)","(18, 12)",11
-1.3675180453621112,"(3, 1)","(18, 12)","(19, 12)",11
-1.0,"(0, 3)","(19, 12)","(19, 12)",11
-1.0,"(0, 2)","(19, 12)","(19, 12)",11
-1.0,"(0, 1)","(19, 12)","(19, 12)",11
-1.0,"(0, 4)","(19, 12)","(19, 12)",11
-1.6566495312225504,"(3, 4)","(19, 12)","(19, 11)",11
-5.331958205122309,"(1, 2)","(19, 11)","(18, 11)",11
-4.9699485936676515,"(1, 1)","(18, 11)","(19, 11)",11
-5.331958205122309,"(1, 2)","(19, 11)","(18, 11)",11
-1.864259046782314,"(2, 4)","(18, 11)","(18, 10)",11
-1.0,"(0, 1)","(18, 10)","(18, 10)",11
-1.5834892281096387,"(3, 4)","(18, 10)","(18, 9)",11
-1.0,"(0, 2)","(18, 9)","(18, 9)",11
-1.6200655173059322,"(2, 2)","(18, 9)","(17, 9)",11
-6.019173328585345,"(1, 2)","(17, 9)","(16, 9)",11
-2.308105394092316,"(2, 4)","(16, 9)","(16, 8)",11
-1.2828032636173579,"(3, 4)","(16, 8)","(16, 7)",11
-1.0,"(0, 4)","(16, 7)","(16, 7)",11
-1.0,"(0, 1)","(16, 7)","(16, 7)",11
-1.1833540136784366,"(3, 1)","(16, 7)","(17, 7)",11
-2.4827016225993708,"(2, 1)","(17, 7)","(18, 7)",11
-1.894598708894504,"(2, 4)","(18, 7)","(18, 6)",11
-1.5827587582870388,"(3, 1)","(18, 6)","(19, 6)",11
-40.0,"(2, 1)","(19, 6)","(19, 6)",11
-3.35862956841627,"(2, 3)","(19, 6)","(19, 7)",11
-1.0,"(0, 4)","(19, 7)","(19, 7)",11
-1.0,"(0, 2)","(19, 7)","(19, 7)",11
-1.0,"(0, 3)","(19, 7)","(19, 7)",11
-1.0,"(0, 2)","(19, 7)","(19, 7)",11
-1.6551344150662473,"(3, 2)","(19, 7)","(18, 7)",11
-1.0,"(0, 4)","(18, 7)","(18, 7)",11
-5.878439144442801,"(1, 3)","(18, 7)","(18, 8)",11
-1.0,"(0, 3)","(18, 8)","(18, 8)",11
-4.9654032451987415,"(1, 4)","(18, 8)","(18, 7)",11
-1.1833540136784366,"(3, 2)","(18, 7)","(17, 7)",11
-1.0,"(0, 4)","(17, 7)","(17, 7)",11
-2.0812427894626104,"(2, 4)","(17, 7)","(17, 6)",11
-2.479267478446075,"(2, 2)","(17, 6)","(16, 6)",11
-1.3874951929750736,"(3, 1)","(16, 6)","(17, 6)",11
-2.479267478446075,"(2, 2)","(17, 6)","(16, 6)",11
-1.0,"(0, 1)","(16, 6)","(16, 6)",11
-1.2828032636173579,"(3, 3)","(16, 6)","(16, 7)",11
-1.0,"(0, 4)","(16, 7)","(16, 7)",11
-1.6528449856307166,"(3, 4)","(16, 7)","(16, 6)",11
-1.924204895426037,"(2, 3)","(16, 6)","(16, 7)",11
-4.616210788184632,"(1, 3)","(16, 7)","(16, 8)",11
-1.0,"(0, 1)","(16, 8)","(16, 8)",11
-1.2828032636173579,"(3, 4)","(16, 8)","(16, 7)",11
-4.616210788184632,"(1, 3)","(16, 7)","(16, 8)",11
-1.0,"(0, 3)","(16, 8)","(16, 8)",11
-1.0,"(0, 1)","(16, 8)","(16, 8)",11
-5.459517225951723,"(1, 1)","(16, 8)","(17, 8)",11
-3.2401310346118644,"(1, 3)","(17, 8)","(17, 9)",11
-1.0,"(0, 3)","(17, 9)","(17, 9)",11
-3.0095866642926725,"(2, 2)","(17, 9)","(16, 9)",11
-2.1507307478294106,"(2, 3)","(16, 9)","(16, 10)",11
-2.5444095810881664,"(2, 3)","(16, 10)","(16, 11)",11
-4.301461495658821,"(1, 4)","(16, 11)","(16, 10)",11
-6.019173328585345,"(1, 4)","(16, 10)","(16, 9)",11
-1.6200655173059322,"(2, 1)","(16, 9)","(17, 9)",11
-5.459517225951723,"(1, 4)","(17, 9)","(17, 8)",11
-1.0,"(0, 3)","(17, 8)","(17, 8)",11
-1.5387369293948774,"(3, 2)","(17, 8)","(16, 8)",11
-2.7297586129758615,"(2, 1)","(16, 8)","(17, 8)",11
-1.0,"(0, 1)","(17, 8)","(17, 8)",11
-1.775031020517655,"(2, 4)","(17, 8)","(17, 7)",11
-1.3874951929750736,"(3, 4)","(17, 7)","(17, 6)",11
-3.55006204103531,"(1, 3)","(17, 6)","(17, 7)",11
-4.162485578925221,"(1, 4)","(17, 7)","(17, 6)",11
-3.789197417789008,"(1, 1)","(17, 6)","(18, 6)",11
-3.90082487029692,"(1, 4)","(18, 6)","(18, 5)",11
-1.2630658059296693,"(3, 3)","(18, 5)","(18, 6)",11
-2.4827016225993708,"(2, 3)","(18, 6)","(18, 7)",11
-1.1833540136784366,"(3, 2)","(18, 7)","(17, 7)",11
-3.848409790852074,"(1, 2)","(17, 7)","(16, 7)",11
-4.489588254217963,"(1, 2)","(16, 7)","(15, 7)",11
-2.0177569843871193,"(2, 2)","(15, 7)","(14, 7)",11
-2.223229549196901,"(2, 2)","(19, 17)","(18, 17)",12
-6.134299483503369,"(1, 4)","(18, 17)","(18, 16)",12
-2.401271810303746,"(2, 1)","(18, 16)","(19, 16)",12
-3.3830707515234586,"(2, 3)","(19, 16)","(19, 17)",12
-1.0,"(0, 4)","(19, 17)","(19, 17)",12
-40.0,"(2, 1)","(19, 17)","(19, 17)",12
-20.0,"(1, 1)","(19, 17)","(19, 17)",12
-4.446459098393802,"(1, 2)","(19, 17)","(18, 17)",12
-2.255380501015639,"(3, 1)","(18, 17)","(19, 17)",12
-4.076604063321052,"(1, 3)","(19, 17)","(19, 18)",12
-3.3830707515234586,"(2, 4)","(19, 18)","(19, 17)",12
-2.401271810303746,"(2, 4)","(19, 17)","(19, 16)",12
-20.0,"(1, 1)","(19, 16)","(19, 16)",12
-3.290994007722311,"(2, 4)","(19, 16)","(19, 15)",12
-2.401271810303746,"(2, 3)","(19, 15)","(19, 16)",12
-20.0,"(1, 1)","(19, 16)","(19, 16)",12
-1.0,"(0, 3)","(19, 16)","(19, 16)",12
-20.0,"(1, 1)","(19, 16)","(19, 16)",12
-6.766141503046917,"(1, 3)","(19, 16)","(19, 17)",12
-2.401271810303746,"(2, 4)","(19, 17)","(19, 16)",12
-1.0,"(0, 3)","(19, 16)","(19, 16)",12
-3.0671497417516846,"(2, 2)","(19, 16)","(18, 16)",12
-1.0,"(0, 2)","(18, 16)","(18, 16)",12
-1.0,"(0, 3)","(18, 16)","(18, 16)",12
-2.401271810303746,"(2, 1)","(18, 16)","(19, 16)",12
-3.3830707515234586,"(2, 3)","(19, 16)","(19, 17)",12
-1.3588680211070174,"(3, 3)","(19, 17)","(19, 18)",12
-1.0,"(0, 3)","(19, 18)","(19, 18)",12
-3.8359966138773895,"(1, 3)","(19, 18)","(19, 19)",12
-4.076604063321052,"(1, 4)","(19, 19)","(19, 18)",12
-2.255380501015639,"(3, 4)","(19, 18)","(19, 17)",12
-60.0,"(3, 1)","(19, 17)","(19, 17)",12
-2.038302031660526,"(2, 3)","(19, 17)","(19, 18)",12
-3.973044172080156,"(1, 2)","(19, 18)","(18, 18)",12
-1.5338484266343444,"(3, 2)","(18, 18)","(17, 18)",12
-1.0,"(0, 3)","(17, 18)","(17, 18)",12
-1.8117002968113294,"(3, 3)","(17, 18)","(17, 19)",12
-40.0,"(2, 3)","(17, 19)","(17, 19)",12
-3.700668238937132,"(1, 2)","(17, 19)","(16, 19)",12
-2.717550445216994,"(2, 1)","(16, 19)","(17, 19)",12
-3.700668238937132,"(1, 2)","(17, 19)","(16, 19)",12
-4.915906503804553,"(1, 2)","(16, 19)","(15, 19)",12
-40.0,"(2, 3)","(15, 19)","(15, 19)",12
-60.0,"(3, 3)","(15, 19)","(15, 19)",12
-1.2335560796457108,"(3, 1)","(15, 19)","(16, 19)",12
-1.8117002968113294,"(3, 1)","(16, 19)","(17, 19)",12
-1.850334119468566,"(2, 2)","(17, 19)","(16, 19)",12
-20.0,"(1, 3)","(16, 19)","(16, 19)",12
-4.915906503804553,"(1, 2)","(16, 19)","(15, 19)",12
-5.2181047478971285,"(1, 4)","(15, 19)","(15, 18)",12
-2.0395224811755357,"(2, 1)","(4, 19)","(5, 19)",13
-20.0,"(1, 3)","(5, 19)","(5, 19)",13
-40.0,"(2, 3)","(5, 19)","(5, 19)",13
-2.185175673146034,"(2, 2)","(5, 19)","(4, 19)",13
-1.3596816541170238,"(3, 1)","(4, 19)","(5, 19)",13
-40.0,"(2, 3)","(5, 19)","(5, 19)",13
-2.912879694295589,"(2, 4)","(5, 19)","(5, 18)",13
-1.0,"(0, 4)","(5, 18)","(5, 18)",13
-4.281955477161101,"(1, 1)","(5, 18)","(6, 18)",13
-5.66212222717747,"(1, 3)","(6, 18)","(6, 19)",13
-60.0,"(3, 3)","(6, 19)","(6, 19)",13
-4.281955477161101,"(1, 4)","(6, 19)","(6, 18)",13
-4.841452135666571,"(1, 1)","(6, 18)","(7, 18)",13
-1.4273184923870337,"(3, 2)","(7, 18)","(6, 18)",13
-1.6138173785555237,"(3, 1)","(6, 18)","(7, 18)",13
-2.1409777385805504,"(2, 2)","(7, 18)","(6, 18)",13
-1.0,"(0, 3)","(6, 18)","(6, 18)",13
-1.0,"(0, 1)","(6, 18)","(6, 18)",13
-3.1452802939894005,"(2, 4)","(6, 18)","(6, 17)",13
-2.604368619433409,"(2, 1)","(6, 17)","(7, 17)",13
-4.841452135666571,"(1, 3)","(7, 17)","(7, 18)",13
-3.085606114785725,"(2, 3)","(7, 18)","(7, 19)",13
-20.0,"(1, 3)","(7, 19)","(7, 19)",13
-1.0,"(0, 2)","(7, 19)","(7, 19)",13
-4.841452135666571,"(1, 4)","(7, 19)","(7, 18)",13
-1.0,"(0, 2)","(7, 18)","(7, 18)",13
-2.1182486619705396,"(2, 1)","(7, 18)","(8, 18)",13
-1.1572179296853753,"(3, 4)","(8, 18)","(8, 17)",13
-4.474415548617795,"(1, 4)","(8, 17)","(8, 16)",13
-2.0164250529132075,"(3, 2)","(8, 16)","(7, 16)",13
-1.553527541692075,"(3, 4)","(7, 16)","(7, 15)",13
-2.336837342342222,"(2, 2)","(7, 15)","(6, 15)",13
-1.553527541692075,"(3, 1)","(6, 15)","(7, 15)",13
-1.0,"(0, 1)","(7, 15)","(7, 15)",13
-3.024637579369811,"(2, 3)","(7, 15)","(7, 16)",13
-1.553527541692075,"(3, 4)","(7, 16)","(7, 15)",13
-1.0,"(0, 4)","(7, 15)","(7, 15)",13
-2.0164250529132075,"(3, 3)","(7, 15)","(7, 16)",13
-1.3149873521585373,"(3, 2)","(7, 16)","(6, 16)",13
-4.673674684684444,"(1, 4)","(6, 16)","(6, 15)",13
-1.972481028237806,"(2, 3)","(6, 15)","(6, 16)",13
-2.336837342342222,"(2, 4)","(6, 16)","(6, 15)",13
-2.9002215279317816,"(2, 2)","(6, 15)","(5, 15)",13
-2.336837342342222,"(2, 1)","(5, 15)","(6, 15)",13
-1.553527541692075,"(3, 1)","(6, 15)","(7, 15)",13
-2.950859400606538,"(1, 1)","(7, 15)","(8, 15)",13
-1.553527541692075,"(3, 2)","(8, 15)","(7, 15)",13
-2.336837342342222,"(2, 2)","(7, 15)","(6, 15)",13
-2.3302913125381126,"(2, 1)","(6, 15)","(7, 15)",13
-6.250633839132891,"(1, 4)","(7, 15)","(7, 14)",13
-2.2042753345996067,"(2, 1)","(7, 14)","(8, 14)",13
-1.4593904156140713,"(3, 1)","(8, 14)","(9, 14)",13
-2.970853553952864,"(2, 1)","(9, 14)","(10, 14)",13
-1.0,"(0, 4)","(10, 14)","(10, 14)",13
-2.101932704983949,"(2, 1)","(10, 14)","(11, 14)",13
-1.8263845962677268,"(3, 4)","(11, 14)","(11, 13)",13
-1.0,"(0, 4)","(11, 13)","(11, 13)",13
-4.878170639625141,"(1, 4)","(11, 13)","(11, 12)",13
-5.884517110245538,"(1, 4)","(11, 12)","(11, 11)",13
-4.395909794080029,"(1, 4)","(11, 11)","(11, 10)",13
-1.0,"(0, 1)","(11, 10)","(11, 10)",13
-1.0,"(0, 4)","(11, 10)","(11, 10)",13
-3.6837810535934934,"(1, 4)","(11, 10)","(11, 9)",13
-5.360845675439647,"(1, 4)","(11, 9)","(11, 8)",13
-2.907532226972986,"(2, 4)","(11, 8)","(11, 7)",13
-1.1832415895625168,"(3, 4)","(11, 7)","(11, 6)",13
-1.0,"(0, 4)","(11, 6)","(11, 6)",13
-5.05459339068569,"(1, 2)","(11, 6)","(10, 6)",13
-1.7748623843437752,"(2, 1)","(10, 6)","(11, 6)",13
-5.853562401818453,"(1, 4)","(11, 6)","(11, 5)",13
-1.1404622358243388,"(3, 2)","(11, 5)","(10, 5)",13
-1.0,"(0, 1)","(10, 5)","(10, 5)",13
-1.504425418006786,"(3, 2)","(10, 5)","(9, 5)",13
-6.231971449602572,"(1, 3)","(9, 5)","(9, 6)",13
-4.389305800815391,"(1, 2)","(9, 6)","(8, 6)",13
-1.4004232258942106,"(3, 2)","(8, 6)","(7, 6)",13
-2.4271030746862876,"(2, 4)","(7, 6)","(7, 5)",13
-4.778045285521932,"(1, 4)","(7, 5)","(7, 4)",13
-1.6172672814667484,"(3, 4)","(7, 4)","(7, 3)",13
-5.8995193320575385,"(1, 4)","(7, 3)","(7, 2)",13
-1.5380285196727128,"(3, 4)","(7, 2)","(7, 1)",13
-4.901852192501176,"(1, 4)","(7, 1)","(7, 0)",13
-4.451211213701309,"(1, 1)","(7, 0)","(8, 0)",13
-2.450926096250588,"(2, 2)","(8, 0)","(7, 0)",13
-1.3117771092404646,"(3, 2)","(7, 0)","(6, 0)",13
-20.0,"(1, 4)","(6, 0)","(6, 0)",13
-1.993350274915222,"(2, 2)","(6, 0)","(5, 0)",13
-1.7364292093424882,"(3, 3)","(5, 0)","(5, 1)",13
-5.742731012159396,"(1, 1)","(5, 1)","(6, 1)",13
-5.2092876280274645,"(1, 2)","(6, 1)","(5, 1)",13
-5.909192806265209,"(1, 2)","(5, 1)","(4, 1)",13
-1.9865028938908182,"(2, 4)","(4, 1)","(4, 0)",13
-1.993350274915222,"(2, 1)","(4, 0)","(5, 0)",13
-1.9676656638606969,"(2, 1)","(5, 0)","(6, 0)",13
-2.450926096250588,"(2, 1)","(6, 0)","(7, 0)",13
-1.0,"(0, 2)","(7, 0)","(7, 0)",13
-1.5380285196727128,"(3, 3)","(7, 0)","(7, 1)",13
-3.9431732976415796,"(1, 1)","(7, 1)","(8, 1)",13
-1.3207339267584224,"(3, 3)","(8, 1)","(8, 2)",13
-3.9431732976415796,"(1, 4)","(8, 2)","(8, 1)",13
-3.35812910138707,"(2, 4)","(1, 17)","(1, 16)",14
-6.0397869842901954,"(1, 3)","(1, 16)","(1, 17)",14
-1.0,"(0, 3)","(1, 17)","(1, 17)",14
-2.005697594162106,"(3, 1)","(1, 17)","(2, 17)",14
-2.46485432093186,"(2, 3)","(2, 17)","(2, 18)",14
-1.796105429742702,"(3, 1)","(2, 18)","(3, 18)",14
-2.46485432093186,"(2, 2)","(3, 18)","(2, 18)",14
-1.9595875023520521,"(3, 3)","(2, 18)","(2, 19)",14
-1.5825756115155456,"(2, 1)","(2, 19)","(3, 19)",14
-2.939381253528078,"(2, 2)","(3, 19)","(2, 19)",14
-7.349070045496755,"(1, 2)","(2, 19)","(1, 19)",14
-20.0,"(1, 3)","(1, 19)","(1, 19)",14
-1.7902999475042014,"(3, 2)","(1, 19)","(0, 19)",14
-2.449690015165585,"(3, 1)","(0, 19)","(1, 19)",14
-5.878762507056156,"(1, 1)","(1, 19)","(2, 19)",14
-3.165151223031091,"(1, 1)","(2, 19)","(3, 19)",14
-1.796105429742702,"(3, 4)","(3, 19)","(3, 18)",14
-2.0684689863998873,"(2, 1)","(3, 18)","(4, 18)",14
-1.4567837820973562,"(3, 3)","(4, 18)","(4, 19)",14
-40.0,"(2, 3)","(4, 19)","(4, 19)",14
-2.994092556749035,"(3, 3)","(13, 9)","(13, 10)",15
-2.6852251563737104,"(2, 1)","(13, 10)","(14, 10)",15
-1.0,"(0, 2)","(14, 10)","(14, 10)",15
-5.341827197267295,"(1, 3)","(14, 10)","(14, 11)",15
-6.3751193815732545,"(1, 3)","(14, 11)","(14, 12)",15
-5.358877186306049,"(1, 1)","(14, 12)","(15, 12)",15
-1.683080571036527,"(3, 4)","(15, 12)","(15, 11)",15
-1.7806090657557652,"(3, 2)","(15, 11)","(14, 11)",15
-1.0,"(0, 1)","(14, 11)","(14, 11)",15
-5.497136060437471,"(1, 2)","(14, 11)","(13, 11)",15
