r_t,a_t,s_t,s_t_p_1,id_simulation
-1.3451713229247462,"(3, 1)","(13, 7)","(14, 7)",255
-3.5811895400713927,"(1, 3)","(14, 7)","(14, 8)",255
-1.0,"(0, 4)","(14, 8)","(14, 8)",255
-1.1814661182035493,"(3, 2)","(14, 8)","(13, 8)",255
-1.7132582901424251,"(3, 4)","(13, 8)","(13, 7)",255
-1.7660564388912616,"(3, 4)","(13, 7)","(13, 6)",255
-2.5698874352136376,"(2, 3)","(13, 6)","(13, 7)",255
-1.0,"(0, 3)","(13, 7)","(13, 7)",255
-1.5505930039276958,"(3, 2)","(13, 7)","(12, 7)",255
-1.0,"(0, 1)","(12, 7)","(12, 7)",255
-5.760540870208843,"(1, 3)","(12, 7)","(12, 8)",255
-1.0,"(0, 3)","(12, 8)","(12, 8)",255
-1.0,"(0, 1)","(12, 8)","(12, 8)",255
-2.0474754805272886,"(3, 3)","(12, 8)","(12, 9)",255
-1.8418905267967467,"(2, 2)","(12, 9)","(11, 9)",255
-2.6804228377198234,"(2, 4)","(11, 9)","(11, 8)",255
-1.5404035399598743,"(3, 2)","(11, 8)","(10, 8)",255
-3.779173617458501,"(1, 4)","(10, 8)","(10, 7)",255
-1.5404035399598743,"(3, 3)","(10, 7)","(10, 8)",255
-1.3877725076289222,"(3, 2)","(10, 8)","(9, 8)",255
-1.0,"(0, 1)","(9, 8)","(9, 8)",255
-1.0,"(0, 4)","(9, 8)","(9, 8)",255
-1.0,"(0, 2)","(9, 8)","(9, 8)",255
-3.6358722232021554,"(2, 3)","(9, 8)","(9, 9)",255
-4.163317522886767,"(1, 4)","(9, 9)","(9, 8)",255
-1.0,"(0, 1)","(9, 8)","(9, 8)",255
-3.6358722232021554,"(2, 3)","(9, 8)","(9, 9)",255
-2.864854676060556,"(2, 1)","(9, 9)","(10, 9)",255
-4.2186299619862035,"(1, 3)","(10, 9)","(10, 10)",255
-1.28736490914883,"(2, 3)","(10, 10)","(10, 11)",255
-1.0,"(0, 2)","(10, 11)","(10, 11)",255
-1.0,"(0, 1)","(10, 11)","(10, 11)",255
-2.7383002758141592,"(2, 3)","(10, 11)","(10, 12)",255
-1.0,"(0, 2)","(10, 12)","(10, 12)",255
-1.5718549268266269,"(3, 4)","(15, 2)","(15, 1)",256
-2.195876787479168,"(3, 2)","(15, 1)","(14, 1)",256
-1.6812808712883973,"(2, 2)","(14, 1)","(13, 1)",256
-5.915343322241036,"(1, 3)","(13, 1)","(13, 2)",256
-1.6245832420678352,"(3, 2)","(13, 2)","(12, 2)",256
-2.815765729452054,"(2, 3)","(12, 2)","(12, 3)",256
-2.374084292743677,"(2, 2)","(12, 3)","(11, 3)",256
-5.235745093618578,"(1, 2)","(11, 3)","(10, 3)",256
-1.915391443810165,"(2, 2)","(10, 3)","(9, 3)",256
-2.3245915939785244,"(2, 3)","(9, 3)","(9, 4)",256
-1.0,"(0, 3)","(9, 4)","(9, 4)",256
-1.915391443810165,"(2, 4)","(9, 4)","(9, 3)",256
-1.8961888668070144,"(3, 4)","(9, 3)","(9, 2)",256
-6.092680493643199,"(1, 4)","(9, 2)","(9, 1)",256
-1.0,"(0, 1)","(9, 1)","(9, 1)",256
-3.9431732976415796,"(1, 2)","(9, 1)","(8, 1)",256
-3.0463402468215994,"(2, 1)","(8, 1)","(9, 1)",256
-2.6545298895812612,"(2, 4)","(9, 1)","(9, 0)",256
-40.0,"(2, 4)","(9, 0)","(9, 0)",256
-6.092680493643199,"(1, 3)","(9, 0)","(9, 1)",256
-1.2335560796457108,"(3, 3)","(16, 18)","(16, 19)",257
-2.717550445216994,"(2, 1)","(16, 19)","(17, 19)",257
-1.0,"(0, 4)","(17, 19)","(17, 19)",257
-3.700668238937132,"(1, 2)","(17, 19)","(16, 19)",257
-1.8117002968113294,"(3, 1)","(16, 19)","(17, 19)",257
-4.601545279903033,"(1, 4)","(17, 19)","(17, 18)",257
-2.4993538894918292,"(2, 2)","(17, 18)","(16, 18)",257
-2.0153852790086293,"(3, 4)","(16, 18)","(16, 17)",257
-1.0,"(0, 3)","(16, 17)","(16, 17)",257
-1.0,"(0, 3)","(16, 17)","(16, 17)",257
-1.0,"(0, 1)","(16, 17)","(16, 17)",257
-1.0589480947655854,"(3, 2)","(16, 17)","(15, 17)",257
-1.0,"(0, 1)","(15, 17)","(15, 17)",257
-1.0,"(0, 3)","(15, 17)","(15, 17)",257
-1.0,"(0, 3)","(15, 17)","(15, 17)",257
-1.0,"(0, 2)","(15, 17)","(15, 17)",257
-2.0153852790086293,"(3, 1)","(15, 17)","(16, 17)",257
-1.3053906890537565,"(3, 4)","(16, 17)","(16, 16)",257
-2.312757279283305,"(2, 1)","(16, 16)","(17, 16)",257
-3.91617206716127,"(1, 2)","(17, 16)","(16, 16)",257
-1.0,"(0, 3)","(16, 16)","(16, 16)",257
-1.0,"(0, 3)","(16, 16)","(16, 16)",257
-1.331180668749542,"(3, 2)","(16, 16)","(15, 16)",257
-1.0,"(0, 2)","(15, 16)","(15, 16)",257
-3.81378030977233,"(1, 2)","(15, 16)","(14, 16)",257
-4.397216008868241,"(1, 2)","(14, 16)","(13, 16)",257
-3.81378030977233,"(1, 1)","(13, 16)","(14, 16)",257
-1.558419149985822,"(3, 3)","(14, 16)","(14, 17)",257
-2.0885279636970653,"(2, 3)","(14, 17)","(14, 18)",257
-3.2821118914110166,"(2, 2)","(14, 18)","(13, 18)",257
-1.607002587818142,"(3, 4)","(13, 18)","(13, 17)",257
-1.4657386696227468,"(3, 4)","(13, 17)","(13, 16)",257
-1.0,"(0, 2)","(13, 16)","(13, 16)",257
-4.824219894314547,"(1, 4)","(13, 16)","(13, 15)",257
-2.732307542733668,"(2, 4)","(13, 15)","(13, 14)",257
-2.600233191944735,"(2, 4)","(13, 14)","(13, 13)",257
-2.371140007060833,"(3, 2)","(13, 13)","(12, 13)",257
-4.6682094357431785,"(1, 3)","(12, 13)","(12, 14)",257
-1.9491442442212712,"(3, 3)","(12, 14)","(12, 15)",257
-4.44592216745525,"(1, 3)","(12, 15)","(12, 16)",257
-1.0,"(0, 3)","(12, 16)","(12, 16)",257
-1.0,"(0, 4)","(12, 16)","(12, 16)",257
-2.923716366331907,"(2, 4)","(12, 16)","(12, 15)",257
-1.6080732981048491,"(3, 1)","(12, 15)","(13, 15)",257
-4.922542655382382,"(1, 1)","(13, 15)","(14, 15)",257
-2.474834280588033,"(2, 1)","(14, 15)","(15, 15)",257
-3.9935420062486258,"(1, 3)","(15, 15)","(15, 16)",257
-1.0,"(0, 4)","(15, 16)","(15, 16)",257
-1.3053906890537565,"(3, 1)","(15, 16)","(16, 16)",257
-1.54183818618887,"(3, 1)","(16, 16)","(17, 16)",257
-20.0,"(1, 4)","(7, 0)","(7, 0)",258
-3.9353313277213937,"(1, 2)","(7, 0)","(6, 0)",258
-2.871365506079698,"(2, 3)","(6, 0)","(6, 1)",258
-1.0,"(0, 4)","(6, 1)","(6, 1)",258
-3.9353313277213937,"(1, 4)","(6, 1)","(6, 0)",258
-1.9142436707197987,"(3, 3)","(6, 0)","(6, 1)",258
-1.7364292093424882,"(3, 2)","(6, 1)","(5, 1)",258
-2.871365506079698,"(2, 1)","(5, 1)","(6, 1)",258
-1.5380285196727128,"(3, 1)","(6, 1)","(7, 1)",258
-1.9142436707197987,"(3, 2)","(7, 1)","(6, 1)",258
-5.3451269353879,"(1, 3)","(6, 1)","(6, 2)",258
-1.9665064440191795,"(3, 1)","(6, 2)","(7, 2)",258
-1.0,"(0, 4)","(7, 2)","(7, 2)",258
-1.0,"(0, 2)","(7, 2)","(7, 2)",258
-2.67256346769395,"(2, 2)","(7, 2)","(6, 2)",258
-2.6173449573541157,"(2, 3)","(6, 2)","(6, 3)",258
-1.0,"(0, 1)","(6, 3)","(6, 3)",258
-1.0,"(0, 1)","(6, 3)","(6, 3)",258
-1.0,"(0, 2)","(6, 3)","(6, 3)",258
-2.40398177305593,"(2, 3)","(6, 3)","(6, 4)",258
-2.389022642760966,"(2, 1)","(6, 4)","(7, 4)",258
-1.6172672814667484,"(3, 4)","(7, 4)","(7, 3)",258
-5.234689914708231,"(1, 2)","(7, 3)","(6, 3)",258
-1.0,"(0, 4)","(6, 3)","(6, 3)",258
-1.0,"(0, 4)","(6, 3)","(6, 3)",258
-1.0,"(0, 1)","(6, 3)","(6, 3)",258
-2.40398177305593,"(2, 3)","(6, 3)","(6, 4)",258
-4.4063860335913425,"(1, 3)","(6, 4)","(6, 5)",258
-2.4271030746862876,"(2, 1)","(6, 5)","(7, 5)",258
-2.100634838841316,"(2, 3)","(7, 5)","(7, 6)",258
-4.771083184334749,"(1, 2)","(7, 6)","(6, 6)",258
-2.2031930167956713,"(2, 4)","(6, 6)","(6, 5)",258
1.0,"(2, 2)","(6, 5)","(5, 5)",258
1.0,"(0, 2)","(5, 5)","(5, 5)",258
-4.4063860335913425,"(1, 1)","(5, 5)","(6, 5)",258
-1.6180687164575251,"(3, 1)","(6, 5)","(7, 5)",258
-2.2031930167956713,"(2, 2)","(7, 5)","(6, 5)",258
-1.60265451537062,"(3, 4)","(6, 5)","(6, 4)",258
-5.234689914708231,"(1, 4)","(6, 4)","(6, 3)",258
-1.6172672814667484,"(3, 1)","(6, 3)","(7, 3)",258
-2.9497596660287693,"(2, 4)","(7, 3)","(7, 2)",258
-3.962201780275267,"(1, 1)","(7, 2)","(8, 2)",258
-5.688566600421043,"(1, 1)","(8, 2)","(9, 2)",258
-3.83078288762033,"(1, 3)","(9, 2)","(9, 3)",258
-2.617872546809289,"(2, 1)","(9, 3)","(10, 3)",258
-1.582722861829118,"(3, 1)","(10, 3)","(11, 3)",258
-1.0,"(0, 2)","(11, 3)","(11, 3)",258
-5.235745093618578,"(1, 2)","(11, 3)","(10, 3)",258
-1.915391443810165,"(2, 2)","(10, 3)","(9, 3)",258
-2.8442833002105217,"(2, 4)","(9, 3)","(9, 2)",258
-1.2769276292067766,"(3, 3)","(9, 2)","(9, 3)",258
-1.8961888668070144,"(3, 4)","(9, 3)","(9, 2)",258
-1.0,"(0, 3)","(9, 2)","(9, 2)",258
-2.0308934978810664,"(3, 4)","(9, 2)","(9, 1)",258
-1.9715866488207898,"(2, 2)","(9, 1)","(8, 1)",258
-1.3207339267584224,"(3, 3)","(8, 1)","(8, 2)",258
-1.0,"(0, 4)","(8, 2)","(8, 2)",258
-1.8961888668070144,"(3, 1)","(8, 2)","(9, 2)",258
-3.83078288762033,"(1, 3)","(9, 2)","(9, 3)",258
-1.0,"(0, 3)","(9, 3)","(9, 3)",258
-4.649183187957049,"(1, 3)","(9, 3)","(9, 4)",258
-1.2769276292067766,"(3, 4)","(9, 4)","(9, 3)",258
-1.745248364539526,"(3, 1)","(9, 3)","(10, 3)",258
-1.0,"(0, 4)","(10, 3)","(10, 3)",258
-3.83078288762033,"(1, 2)","(10, 3)","(9, 3)",258
-1.0,"(0, 4)","(9, 3)","(9, 3)",258
-1.745248364539526,"(3, 1)","(9, 3)","(10, 3)",258
-1.2769276292067766,"(3, 2)","(10, 3)","(9, 3)",258
-1.0,"(0, 3)","(9, 3)","(9, 3)",258
-1.0,"(0, 1)","(9, 3)","(9, 3)",258
-2.617872546809289,"(2, 1)","(9, 3)","(10, 3)",258
-1.0,"(0, 3)","(10, 3)","(10, 3)",258
-4.893984899025191,"(1, 4)","(10, 3)","(10, 2)",258
-1.0,"(0, 1)","(10, 2)","(10, 2)",258
-1.9712295430252662,"(2, 4)","(10, 2)","(10, 1)",258
-1.0,"(0, 1)","(10, 1)","(10, 1)",258
-1.0,"(0, 2)","(10, 1)","(10, 1)",258
-1.0,"(0, 1)","(10, 1)","(10, 1)",258
-2.4126568972056495,"(2, 4)","(10, 1)","(10, 0)",258
-1.769686593054174,"(3, 2)","(10, 0)","(9, 0)",258
-1.0,"(0, 2)","(9, 0)","(9, 0)",258
-1.0,"(0, 1)","(9, 0)","(9, 0)",258
-40.0,"(2, 4)","(9, 0)","(9, 0)",258
-2.0308934978810664,"(3, 3)","(9, 0)","(9, 1)",258
-1.3141530286835108,"(3, 1)","(9, 1)","(10, 1)",258
-2.4126568972056495,"(2, 4)","(10, 1)","(10, 0)",258
-1.0,"(0, 2)","(10, 0)","(10, 0)",258
-2.169453412659194,"(2, 1)","(10, 0)","(11, 0)",258
-5.3539393670789135,"(1, 3)","(11, 0)","(11, 1)",258
-2.169453412659194,"(2, 4)","(11, 1)","(11, 0)",258
-60.0,"(3, 4)","(11, 0)","(11, 0)",258
-5.3539393670789135,"(1, 3)","(11, 0)","(11, 1)",258
-2.6951889307096186,"(2, 1)","(11, 1)","(12, 1)",258
-1.0,"(0, 3)","(12, 1)","(12, 1)",258
-4.873749726203505,"(1, 3)","(12, 1)","(12, 2)",258
-2.6951889307096186,"(2, 4)","(12, 2)","(12, 1)",258
-1.6245832420678352,"(3, 3)","(12, 1)","(12, 2)",258
-1.8771771529680361,"(3, 3)","(12, 2)","(12, 3)",258
-4.873749726203505,"(1, 4)","(12, 3)","(12, 2)",258
-2.40525162771851,"(2, 2)","(12, 2)","(11, 2)",258
-1.4033798518757965,"(3, 1)","(14, 0)","(15, 0)",259
-20.0,"(1, 4)","(15, 0)","(15, 0)",259
-1.0,"(0, 2)","(15, 0)","(15, 0)",259
-2.35778239023994,"(2, 3)","(15, 0)","(15, 1)",259
-1.7205236742414562,"(2, 1)","(15, 1)","(16, 1)",259
-2.03957652927695,"(3, 3)","(16, 1)","(16, 2)",259
-1.5727281596427263,"(3, 1)","(16, 2)","(17, 2)",259
-3.059364793915425,"(2, 2)","(17, 2)","(16, 2)",259
-2.4688371844691317,"(2, 2)","(16, 2)","(15, 2)",259
-5.26735430730051,"(1, 3)","(15, 2)","(15, 3)",259
-2.5365577214313877,"(2, 2)","(15, 3)","(14, 3)",259
-1.0,"(0, 1)","(14, 3)","(14, 3)",259
-2.1451092507590688,"(3, 2)","(14, 3)","(13, 3)",259
-2.957671661120518,"(2, 4)","(13, 3)","(13, 2)",259
-2.1451092507590688,"(3, 3)","(13, 2)","(13, 3)",259
-5.631531458904108,"(1, 2)","(13, 3)","(12, 3)",259
-1.2002983527355877,"(3, 3)","(12, 3)","(12, 4)",259
-1.0,"(0, 3)","(12, 4)","(12, 4)",259
-5.63182933432345,"(1, 3)","(12, 4)","(12, 5)",259
-6.731487368909437,"(1, 3)","(12, 5)","(12, 6)",259
-1.0,"(0, 3)","(12, 6)","(12, 6)",259
-5.298169316673785,"(1, 1)","(12, 6)","(13, 6)",259
-2.5698874352136376,"(2, 3)","(13, 6)","(13, 7)",259
-1.0,"(0, 3)","(13, 7)","(13, 7)",259
-1.7721991773053238,"(2, 3)","(13, 7)","(13, 8)",259
-1.0,"(0, 1)","(13, 8)","(13, 8)",259
-2.8802704351044217,"(2, 2)","(13, 8)","(12, 8)",259
-1.0,"(0, 2)","(12, 8)","(12, 8)",259
-1.7721991773053238,"(2, 1)","(12, 8)","(13, 8)",259
-3.5811895400713927,"(1, 1)","(13, 8)","(14, 8)",259
-2.094087902883492,"(2, 3)","(14, 8)","(14, 9)",259
-1.0,"(0, 2)","(14, 9)","(14, 9)",259
-5.370450312747421,"(1, 3)","(14, 9)","(14, 10)",259
-1.0,"(0, 3)","(14, 10)","(14, 10)",259
-1.0,"(0, 1)","(14, 10)","(14, 10)",259
-1.5029700183484387,"(3, 1)","(14, 10)","(15, 10)",259
-1.683080571036527,"(3, 3)","(15, 10)","(15, 11)",259
-5.088819162176333,"(1, 1)","(15, 11)","(16, 11)",259
-2.4820057416688384,"(2, 1)","(16, 11)","(17, 11)",259
-2.6659791025611543,"(2, 1)","(17, 11)","(18, 11)",259
-1.6566495312225504,"(3, 1)","(18, 11)","(19, 11)",259
-1.4280623784787732,"(3, 4)","(19, 11)","(19, 10)",259
-1.0,"(0, 4)","(19, 10)","(19, 10)",259
-40.0,"(2, 1)","(19, 10)","(19, 10)",259
-1.9385100817995953,"(3, 4)","(19, 10)","(19, 9)",259
-2.3093854804309784,"(2, 4)","(19, 9)","(19, 8)",259
-5.815530245398786,"(1, 3)","(19, 8)","(19, 9)",259
-2.375233842164458,"(2, 2)","(19, 9)","(18, 9)",259
-1.9385100817995953,"(3, 1)","(18, 9)","(19, 9)",259
-2.1420935677181596,"(2, 3)","(19, 9)","(19, 10)",259
-1.850334119468566,"(2, 3)","(16, 18)","(16, 19)",260
-4.9987077789836585,"(1, 4)","(16, 19)","(16, 18)",260
-3.700668238937132,"(1, 3)","(16, 18)","(16, 19)",260
-4.9987077789836585,"(1, 4)","(16, 19)","(16, 18)",260
-2.6090523739485643,"(2, 2)","(16, 18)","(15, 18)",260
-1.0,"(0, 4)","(15, 18)","(15, 18)",260
-1.0,"(0, 4)","(15, 18)","(15, 18)",260
-1.0,"(0, 3)","(15, 18)","(15, 18)",260
-4.9987077789836585,"(1, 1)","(15, 18)","(16, 18)",260
-3.0230779185129437,"(2, 4)","(16, 18)","(16, 17)",260
-1.0589480947655854,"(3, 2)","(16, 17)","(15, 17)",260
-1.0,"(0, 4)","(15, 17)","(15, 17)",260
-2.0153852790086293,"(3, 1)","(15, 17)","(16, 17)",260
-1.3053906890537565,"(3, 4)","(16, 17)","(16, 16)",260
-2.324790690414206,"(2, 4)","(16, 16)","(16, 15)",260
-1.7206918511822247,"(2, 4)","(16, 15)","(16, 14)",260
-1.9854350005634793,"(2, 2)","(16, 14)","(15, 14)",260
-1.6498895203920219,"(3, 3)","(15, 14)","(15, 15)",260
-2.324790690414206,"(2, 1)","(15, 15)","(16, 15)",260
-2.474834280588033,"(2, 2)","(16, 15)","(15, 15)",260
-1.9937249812788405,"(3, 1)","(6, 12)","(7, 12)",261
-1.5982733099527604,"(3, 4)","(7, 12)","(7, 11)",261
-5.8001614909058725,"(1, 1)","(7, 11)","(8, 11)",261
-1.0,"(0, 3)","(8, 11)","(8, 11)",261
-5.235124231334732,"(1, 3)","(8, 11)","(8, 12)",261
-5.8001614909058725,"(1, 4)","(8, 12)","(8, 11)",261
-2.0228821698630273,"(2, 1)","(8, 11)","(9, 11)",261
-4.780392629107699,"(1, 3)","(9, 11)","(9, 12)",261
-2.7383002758141592,"(2, 1)","(9, 12)","(10, 12)",261
-4.878170639625141,"(1, 1)","(10, 12)","(11, 12)",261
-5.47915378880318,"(1, 3)","(11, 12)","(11, 13)",261
-1.0,"(0, 4)","(11, 13)","(11, 13)",261
-2.371140007060833,"(3, 1)","(11, 13)","(12, 13)",261
-1.0,"(0, 2)","(12, 13)","(12, 13)",261
-5.20046638388947,"(1, 1)","(12, 13)","(13, 13)",261
-3.5567100105912495,"(2, 2)","(13, 13)","(12, 13)",261
-5.20046638388947,"(1, 1)","(12, 13)","(13, 13)",261
-1.0,"(0, 1)","(13, 13)","(13, 13)",261
-1.0,"(0, 2)","(13, 13)","(13, 13)",261
-5.464615085467336,"(1, 3)","(13, 13)","(13, 14)",261
-1.0,"(0, 1)","(4, 10)","(4, 10)",262
-1.8881566632488695,"(3, 2)","(4, 10)","(3, 10)",262
-2.1135725501845215,"(3, 2)","(3, 10)","(2, 10)",262
-4.160750948692891,"(1, 3)","(2, 10)","(2, 11)",262
-6.3407176505535645,"(1, 4)","(2, 11)","(2, 10)",262
-1.0,"(0, 1)","(2, 10)","(2, 10)",262
-5.355171366341746,"(1, 4)","(2, 10)","(2, 9)",262
-1.0,"(0, 1)","(2, 9)","(2, 9)",262
-1.0,"(0, 3)","(2, 9)","(2, 9)",262
-1.0,"(0, 1)","(2, 9)","(2, 9)",262
-3.945896379004677,"(1, 1)","(2, 9)","(3, 9)",262
-6.073608962262444,"(1, 1)","(3, 9)","(4, 9)",262
-3.945896379004677,"(1, 2)","(4, 9)","(3, 9)",262
-1.7850571221139153,"(3, 2)","(3, 9)","(2, 9)",262
-2.1135725501845215,"(3, 3)","(2, 9)","(2, 10)",262
-4.160750948692891,"(1, 3)","(2, 10)","(2, 11)",262
-1.8741380259592346,"(2, 1)","(2, 11)","(3, 11)",262
-2.8322349948733043,"(2, 4)","(3, 11)","(3, 10)",262
-3.945896379004677,"(1, 4)","(3, 10)","(3, 9)",262
-2.8322349948733043,"(2, 3)","(3, 9)","(3, 10)",262
-1.0,"(0, 1)","(3, 10)","(3, 10)",262
-1.9729481895023384,"(2, 4)","(3, 10)","(3, 9)",262
-1.0,"(0, 3)","(3, 9)","(3, 9)",262
-5.664469989746609,"(1, 3)","(3, 9)","(3, 10)",262
-3.7482760519184692,"(1, 3)","(3, 10)","(3, 11)",262
-1.3869169828976302,"(3, 2)","(3, 11)","(2, 11)",262
-6.3407176505535645,"(1, 4)","(2, 11)","(2, 10)",262
-5.355171366341746,"(1, 4)","(2, 10)","(2, 9)",262
-5.8954255974972085,"(1, 2)","(2, 9)","(1, 9)",262
-4.821273163248297,"(1, 3)","(1, 9)","(1, 10)",262
-1.0,"(0, 2)","(1, 10)","(1, 10)",262
-6.3407176505535645,"(1, 1)","(1, 10)","(2, 10)",262
-4.821273163248297,"(1, 2)","(2, 10)","(1, 10)",262
-2.9477127987486043,"(2, 4)","(1, 10)","(1, 9)",262
-1.8518080143907396,"(2, 4)","(1, 9)","(1, 8)",262
-1.0,"(0, 1)","(1, 8)","(1, 8)",262
-2.2149409819549772,"(2, 2)","(1, 8)","(0, 8)",262
-40.0,"(2, 2)","(0, 8)","(0, 8)",262
-5.16608899521338,"(1, 3)","(0, 8)","(0, 9)",262
-20.0,"(1, 2)","(0, 9)","(0, 9)",262
-40.0,"(2, 2)","(0, 9)","(0, 9)",262
-1.962957093913513,"(2, 3)","(0, 9)","(0, 10)",262
-60.0,"(3, 2)","(0, 10)","(0, 10)",262
-5.727696240872191,"(1, 3)","(0, 10)","(0, 11)",262
-1.2516122851569857,"(3, 1)","(0, 11)","(1, 11)",262
-2.0803754743464453,"(2, 1)","(1, 11)","(2, 11)",262
-3.7548368554709572,"(1, 2)","(2, 11)","(1, 11)",262
-5.727696240872191,"(1, 2)","(1, 11)","(0, 11)",262
-1.8774184277354786,"(2, 1)","(0, 11)","(1, 11)",262
-2.4106365816241486,"(2, 4)","(1, 11)","(1, 10)",262
-1.8780867863965207,"(3, 4)","(0, 5)","(0, 4)",263
-1.0,"(0, 4)","(0, 4)","(0, 4)",263
-1.0,"(0, 3)","(0, 4)","(0, 4)",263
-60.0,"(3, 2)","(0, 4)","(0, 4)",263
-1.9996630664833752,"(3, 3)","(0, 4)","(0, 5)",263
-1.5367955902216064,"(3, 1)","(0, 5)","(1, 5)",263
-2.3082258291951336,"(2, 3)","(1, 5)","(1, 6)",263
-6.077040964632,"(1, 3)","(1, 6)","(1, 7)",263
-4.863029120763814,"(1, 2)","(1, 7)","(0, 7)",263
-6.077040964632,"(1, 1)","(0, 7)","(1, 7)",263
-2.3082258291951336,"(2, 4)","(1, 7)","(1, 6)",263
-1.0,"(0, 2)","(1, 6)","(1, 6)",263
-1.3556000108858528,"(3, 2)","(1, 6)","(0, 6)",263
-1.0,"(0, 2)","(0, 6)","(0, 6)",263
-2.431514560381907,"(2, 3)","(0, 6)","(0, 7)",263
-1.3556000108858528,"(3, 4)","(0, 7)","(0, 6)",263
-1.0,"(0, 2)","(0, 6)","(0, 6)",263
-1.0,"(0, 1)","(0, 6)","(0, 6)",263
-1.9996630664833752,"(3, 4)","(0, 6)","(0, 5)",263
-20.0,"(1, 2)","(0, 5)","(0, 5)",263
-60.0,"(3, 2)","(0, 5)","(0, 5)",263
-1.0,"(0, 2)","(0, 5)","(0, 5)",263
-1.0,"(0, 4)","(0, 5)","(0, 5)",263
-1.0,"(0, 1)","(0, 5)","(0, 5)",263
-1.0,"(0, 3)","(0, 5)","(0, 5)",263
-4.066800032657558,"(1, 3)","(0, 5)","(0, 6)",263
-60.0,"(3, 2)","(0, 6)","(0, 6)",263
-4.863029120763814,"(1, 3)","(0, 6)","(0, 7)",263
-1.0,"(0, 3)","(0, 7)","(0, 7)",263
-2.0256803215440002,"(3, 1)","(0, 7)","(1, 7)",263
-1.0,"(0, 4)","(1, 7)","(1, 7)",263
-1.5388172194634224,"(3, 4)","(1, 7)","(1, 6)",263
-4.751779946795359,"(1, 1)","(1, 6)","(2, 6)",263
-2.793355366283807,"(2, 1)","(2, 6)","(3, 6)",263
-2.3758899733976797,"(2, 2)","(3, 6)","(2, 6)",263
-4.727051956320012,"(1, 3)","(2, 6)","(2, 7)",263
-4.781514623669986,"(1, 1)","(2, 7)","(3, 7)",263
-1.0,"(0, 4)","(3, 7)","(3, 7)",263
-5.586710732567614,"(1, 4)","(3, 7)","(3, 6)",263
-4.751779946795359,"(1, 2)","(3, 6)","(2, 6)",263
-5.970006839356797,"(1, 4)","(2, 6)","(2, 5)",263
-5.027167778505572,"(1, 1)","(2, 5)","(3, 5)",263
-6.167966563804941,"(1, 1)","(3, 5)","(4, 5)",263
-5.027167778505572,"(1, 2)","(4, 5)","(3, 5)",263
-1.0,"(0, 3)","(3, 5)","(3, 5)",263
-1.0,"(0, 3)","(3, 5)","(3, 5)",263
-2.9496847877494274,"(2, 4)","(3, 5)","(3, 4)",263
-2.251175312768106,"(2, 4)","(3, 4)","(3, 3)",263
-1.8221706064621126,"(3, 2)","(3, 3)","(2, 3)",263
-1.0,"(0, 2)","(2, 3)","(2, 3)",263
-1.0,"(0, 3)","(15, 16)","(15, 16)",264
-1.588422142148378,"(2, 3)","(15, 16)","(15, 17)",264
-1.0,"(0, 4)","(15, 17)","(15, 17)",264
-3.0230779185129437,"(2, 1)","(15, 17)","(16, 17)",264
-1.666235926327886,"(3, 3)","(16, 17)","(16, 18)",264
-1.5338484266343444,"(3, 1)","(16, 18)","(17, 18)",264
-2.717550445216994,"(2, 3)","(17, 18)","(17, 19)",264
-20.0,"(1, 3)","(17, 19)","(17, 19)",264
-1.0,"(0, 2)","(17, 19)","(17, 19)",264
-1.0,"(0, 1)","(17, 19)","(17, 19)",264
-40.0,"(2, 3)","(17, 19)","(17, 19)",264
-1.0,"(0, 4)","(17, 19)","(17, 19)",264
-1.0,"(0, 4)","(17, 19)","(17, 19)",264
-1.5338484266343444,"(3, 4)","(17, 19)","(17, 18)",264
-5.798431295874933,"(1, 4)","(17, 18)","(17, 17)",264
-1.4821530327979342,"(3, 1)","(17, 17)","(18, 17)",264
-5.798431295874933,"(1, 2)","(18, 17)","(17, 17)",264
-1.4821530327979342,"(3, 1)","(17, 17)","(18, 17)",264
-2.0447664945011232,"(3, 4)","(18, 17)","(18, 16)",264
-1.0,"(0, 3)","(18, 16)","(18, 16)",264
-2.223229549196901,"(2, 3)","(18, 16)","(18, 17)",264
-3.3830707515234586,"(2, 1)","(18, 17)","(19, 17)",264
-40.0,"(2, 1)","(19, 17)","(19, 17)",264
-20.0,"(1, 1)","(19, 17)","(19, 17)",264
-1.4821530327979342,"(3, 2)","(19, 17)","(18, 17)",264
-3.0671497417516846,"(2, 4)","(18, 17)","(18, 16)",264
-4.658332418866419,"(1, 4)","(18, 16)","(18, 15)",264
-1.6360991591806442,"(3, 4)","(18, 15)","(18, 14)",264
-1.0,"(0, 2)","(18, 14)","(18, 14)",264
-2.2361138887482808,"(2, 1)","(18, 14)","(19, 14)",264
-1.6360991591806442,"(3, 2)","(19, 14)","(18, 14)",264
-4.658332418866419,"(1, 3)","(18, 14)","(18, 15)",264
-1.0,"(0, 3)","(18, 15)","(18, 15)",264
-1.6360991591806442,"(3, 4)","(18, 15)","(18, 14)",264
-1.0,"(0, 3)","(18, 14)","(18, 14)",264
-2.2361138887482808,"(2, 1)","(18, 14)","(19, 14)",264
-1.0,"(0, 1)","(19, 14)","(19, 14)",264
-1.0,"(0, 3)","(19, 14)","(19, 14)",264
-4.999923881915192,"(1, 4)","(19, 14)","(19, 13)",264
-4.4722277774965615,"(1, 3)","(19, 13)","(19, 14)",264
